loss,ACC@1,ACC@5,ACC@10,ACC@20,MRR,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/user_emb_dim,config/poi_emb_dim,config/gh_emb_dim,config/ts_emb_dim,config/hidden_dim,config/emb_switch,config/emb_dropout,config/GAT_dropout,config/task_loss_coefficients,config/optim_lr,config/trial_name,logdir
16.93372175623389,0.02665441176470588,0.08455882352941177,0.10294117647058823,0.11856617647058823,0.22183534072246403,1738121396,,True,10,966e6_00000,2025-01-29_04-29-56,26.190189361572266,307.2301621437073,3968086,Mosix11,172.20.185.12,307.2301621437073,10,256,512,256,256,512,"[True, True, False, True]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",0.00036575813880344236,objective_966e6_00000,966e6_00000
18.669995511279385,0.02297794117647059,0.07628676470588236,0.10202205882352941,0.125,0.20209167656053872,1738121497,,True,2,966e6_00001,2025-01-29_04-31-37,26.71220636367798,98.02523517608643,3971170,Mosix11,172.20.185.12,98.02523517608643,2,256,512,256,256,768,"[True, True, False, True]",0.9,0.5,"[1.0, 0.0, 1.0, 0]",0.00034694415958191335,objective_966e6_00001,966e6_00001
5.573839513694539,0.034926470588235295,0.11121323529411764,0.1479779411764706,0.1801470588235294,0.3498823950341081,1738121683,,True,10,966e6_00002,2025-01-29_04-34-43,15.370330095291138,182.54945874214172,3972267,Mosix11,172.20.185.12,182.54945874214172,10,512,256,128,128,768,"[True, True, False, False]",0.9,0.5,"[1.0, 0.0, 0.0, 0.0]",1.4871198427120179e-05,objective_966e6_00002,966e6_00002
10.665454394677106,0.029411764705882353,0.078125,0.11121323529411764,0.13602941176470587,0.23953731530619896,1738121832,,True,8,966e6_00003,2025-01-29_04-37-12,15.543888568878174,145.8446445465088,3974640,Mosix11,172.20.185.12,145.8446445465088,8,256,256,256,128,512,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 1.0, 0]",0.00012327258931835842,objective_966e6_00003,966e6_00003
12.912009745836258,0.02389705882352941,0.07720588235294118,0.10386029411764706,0.1213235294117647,0.2198534368619542,1738121984,,True,4,966e6_00004,2025-01-29_04-39-44,26.238147735595703,148.30131840705872,3976606,Mosix11,172.20.185.12,148.30131840705872,4,256,512,128,256,512,"[True, True, False, True]",0.9,0.0,"[1.0, 1.0, 1.0, 1.0]",0.00018186759164424323,objective_966e6_00004,966e6_00004
5.471037739339997,0.03860294117647059,0.1213235294117647,0.15349264705882354,0.1801470588235294,0.3303509145865546,1738122301,,True,10,966e6_00005,2025-01-29_04-45-01,26.753478527069092,314.7685263156891,3978184,Mosix11,172.20.185.12,314.7685263156891,10,512,512,256,256,768,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 1.0, 0]",1.2912067192995269e-05,objective_966e6_00005,966e6_00005
7.053811198648284,0.03308823529411765,0.09375,0.13051470588235295,0.17003676470588236,0.2880852761240128,1738122486,,True,10,966e6_00006,2025-01-29_04-48-06,15.33185338973999,181.27593731880188,3981272,Mosix11,172.20.185.12,181.27593731880188,10,256,256,128,128,768,"[True, True, False, False]",0.9,0.5,"[1.0, 0.0, 1.0, 0]",4.9798067964102174e-05,objective_966e6_00006,966e6_00006
7.003890066462405,0.030330882352941176,0.11672794117647059,0.14981617647058823,0.18106617647058823,0.3076076665893197,1738122800,,True,10,966e6_00007,2025-01-29_04-53-20,26.914021253585815,310.0014624595642,3983639,Mosix11,172.20.185.12,310.0014624595642,10,512,512,256,128,512,"[True, True, False, False]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",2.5450700378751057e-05,objective_966e6_00007,966e6_00007
5.283730808426352,0.034926470588235295,0.11213235294117647,0.140625,0.17463235294117646,0.33089318638667464,1738123115,,True,10,966e6_00008,2025-01-29_04-58-35,26.684272050857544,312.46621799468994,3986696,Mosix11,172.20.185.12,312.46621799468994,10,256,512,256,128,768,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 0.5, 0]",2.0183308093249985e-05,objective_966e6_00008,966e6_00008
18.584465030361624,0.02849264705882353,0.10110294117647059,0.12683823529411764,0.14705882352941177,0.23052429895409765,1738123160,,True,1,966e6_00009,2025-01-29_04-59-20,40.65197420120239,40.65197420120239,3989766,Mosix11,172.20.185.12,40.65197420120239,1,512,256,256,256,768,"[True, True, False, False]",0.9,0.5,"[1.0, 0.0, 1.0, 0]",0.00015633438450962986,objective_966e6_00009,966e6_00009
5.133974372464068,0.034926470588235295,0.11856617647058823,0.15992647058823528,0.18290441176470587,0.3415683715001625,1738123471,,True,10,966e6_00010,2025-01-29_05-04-31,26.281978368759155,308.13590478897095,3990449,Mosix11,172.20.185.12,308.13590478897095,10,512,512,128,128,512,"[True, True, False, True]",0.9,0.5,"[1.0, 0.0, 0.5, 0]",1.0219360473967922e-05,objective_966e6_00010,966e6_00010
5.517814099788666,0.027573529411764705,0.10753676470588236,0.14705882352941177,0.17095588235294118,0.31262171621817875,1738123785,,True,10,966e6_00011,2025-01-29_05-09-45,26.553452253341675,311.22935342788696,3993489,Mosix11,172.20.185.12,311.22935342788696,10,256,512,128,128,768,"[True, True, False, False]",0.9,0.5,"[1.0, 0.0, 0.0, 0.0]",2.6415040407499426e-05,objective_966e6_00011,966e6_00011
40.823116919573614,0.03216911764705882,0.09099264705882353,0.11764705882352941,0.13878676470588236,0.2321574236266315,1738123858,,True,1,966e6_00012,2025-01-29_05-10-58,69.92555117607117,69.92555117607117,3996521,Mosix11,172.20.185.12,69.92555117607117,1,512,512,128,256,512,"[True, True, False, True]",0.9,0.0,"[1.0, 0.0, 0.5, 0]",0.0004231484505535209,objective_966e6_00012,966e6_00012
6.20711138143259,0.02849264705882353,0.0974264705882353,0.13786764705882354,0.1645220588235294,0.3179109687643016,1738124007,,True,8,966e6_00013,2025-01-29_05-13-27,15.21866750717163,145.9958791732788,3997357,Mosix11,172.20.185.12,145.9958791732788,8,256,256,256,128,512,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 0.5, 0]",4.14724972643352e-05,objective_966e6_00013,966e6_00013
5.269288652959992,0.03676470588235294,0.11580882352941177,0.15349264705882354,0.17555147058823528,0.34162074491819916,1738124188,,True,10,966e6_00014,2025-01-29_05-16-28,15.26852560043335,177.6994490623474,3999311,Mosix11,172.20.185.12,177.6994490623474,10,256,256,256,256,512,"[True, True, False, True]",0.9,0.5,"[1.0, 0.0, 1.0, 0]",2.1881377537217664e-05,objective_966e6_00014,966e6_00014
5.554433076697237,0.03860294117647059,0.12224264705882353,0.15349264705882354,0.17371323529411764,0.31732208610457535,1738124289,,True,2,966e6_00015,2025-01-29_05-18-09,26.817530155181885,97.66551089286804,4001634,Mosix11,172.20.185.12,97.66551089286804,2,256,512,256,128,768,"[True, True, False, False]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",5.741575046387971e-05,objective_966e6_00015,966e6_00015
7.105867343790391,0.015625,0.04963235294117647,0.06066176470588235,0.08731617647058823,0.17157023844500893,1738124333,,True,1,966e6_00016,2025-01-29_05-18-53,40.91591811180115,40.91591811180115,4002728,Mosix11,172.20.185.12,40.91591811180115,1,256,256,256,128,768,"[True, True, False, True]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",1.0548190298256143e-05,objective_966e6_00016,966e6_00016
40.9964906538234,0.03125,0.08731617647058823,0.12040441176470588,0.14154411764705882,0.21472163622970317,1738124377,,True,1,966e6_00017,2025-01-29_05-19-37,40.56928253173828,40.56928253173828,4003405,Mosix11,172.20.185.12,40.56928253173828,1,512,256,128,256,768,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 0.5, 0]",0.0003986118389647146,objective_966e6_00017,966e6_00017
6.893074046162998,0.03860294117647059,0.11488970588235294,0.15073529411764705,0.171875,0.28800058236126513,1738124420,,True,1,966e6_00018,2025-01-29_05-20-20,39.641539096832275,39.641539096832275,4004083,Mosix11,172.20.185.12,39.641539096832275,1,256,256,256,256,512,"[True, True, False, True]",0.9,0.0,"[1.0, 0.0, 1.0, 0]",0.00010955232817386575,objective_966e6_00018,966e6_00018
42.89360181724324,0.024816176470588234,0.08639705882352941,0.11397058823529412,0.13786764705882354,0.21158099707613207,1738124463,,True,1,966e6_00019,2025-01-29_05-21-03,39.651211738586426,39.651211738586426,4004760,Mosix11,172.20.185.12,39.651211738586426,1,512,256,128,128,512,"[True, True, False, False]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",0.00042346519587062076,objective_966e6_00019,966e6_00019
13.01893557169858,0.03768382352941176,0.10661764705882353,0.13511029411764705,0.15165441176470587,0.23937029883210711,1738124537,,True,1,966e6_00020,2025-01-29_05-22-17,70.28697323799133,70.28697323799133,4005431,Mosix11,172.20.185.12,70.28697323799133,1,512,512,128,256,512,"[True, True, False, False]",0.9,0.5,"[1.0, 0.0, 0.0, 0.0]",9.891006478617566e-05,objective_966e6_00020,966e6_00020
6.203444067169638,0.03308823529411765,0.09375,0.11672794117647059,0.12683823529411764,0.2801703154383337,1738124635,,True,2,966e6_00021,2025-01-29_05-23-55,26.374468326568604,96.0482976436615,4006265,Mosix11,172.20.185.12,96.0482976436615,2,256,512,128,256,512,"[True, True, False, True]",0.9,0.0,"[1.0, 0.0, 0.5, 0]",1.2519196646415566e-05,objective_966e6_00021,966e6_00021
6.197551208383897,0.03216911764705882,0.09191176470588236,0.11580882352941177,0.12959558823529413,0.27738655112026367,1738124695,,True,2,966e6_00022,2025-01-29_05-24-55,15.914318323135376,56.985191106796265,4007344,Mosix11,172.20.185.12,56.985191106796265,2,256,256,256,128,768,"[True, True, False, True]",0.9,0.5,"[1.0, 0.0, 1.0, 0]",1.2797979012947738e-05,objective_966e6_00022,966e6_00022
7.416749175857095,0.030330882352941176,0.109375,0.140625,0.16636029411764705,0.29520151242339876,1738124795,,True,2,966e6_00023,2025-01-29_05-26-35,26.492921590805054,96.48660826683044,4008212,Mosix11,172.20.185.12,96.48660826683044,2,512,512,256,128,512,"[True, True, False, False]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",5.3312473498739614e-05,objective_966e6_00023,966e6_00023
17.153225186993094,0.03216911764705882,0.078125,0.10753676470588236,0.12591911764705882,0.22243521681658046,1738124839,,True,1,966e6_00024,2025-01-29_05-27-19,40.77760577201843,40.77760577201843,4009291,Mosix11,172.20.185.12,40.77760577201843,1,256,256,128,128,768,"[True, True, False, True]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",0.00033722310674007787,objective_966e6_00024,966e6_00024
40.23593634717605,0.027573529411764705,0.06893382352941177,0.09558823529411764,0.10753676470588236,0.20549610559143783,1738124883,,True,1,966e6_00025,2025-01-29_05-28-03,40.843533754348755,40.843533754348755,4009969,Mosix11,172.20.185.12,40.843533754348755,1,512,256,128,256,768,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 0.0, 0.0]",0.0003599362098808033,objective_966e6_00025,966e6_00025
11.09396134492229,0.030330882352941176,0.09650735294117647,0.12775735294117646,0.15165441176470587,0.24006886258447432,1738124928,,True,1,966e6_00026,2025-01-29_05-28-48,41.307971715927124,41.307971715927124,4010652,Mosix11,172.20.185.12,41.307971715927124,1,512,256,256,128,768,"[True, True, False, False]",0.9,0.5,"[1.0, 0.0, 1.0, 0]",9.088001344795332e-05,objective_966e6_00026,966e6_00026
9.947698064586696,0.035845588235294115,0.10018382352941177,0.1323529411764706,0.15716911764705882,0.2506007840651471,1738124970,,True,1,966e6_00027,2025-01-29_05-29-30,39.839564085006714,39.839564085006714,4011329,Mosix11,172.20.185.12,39.839564085006714,1,512,256,256,256,512,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 1.0, 0]",8.182247251025105e-05,objective_966e6_00027,966e6_00027
5.632559672874563,0.03860294117647059,0.11856617647058823,0.15165441176470587,0.18382352941176472,0.3380672271801707,1738125127,,True,8,966e6_00028,2025-01-29_05-32-07,15.803126811981201,153.23633360862732,4012007,Mosix11,172.20.185.12,153.23633360862732,8,512,256,256,128,768,"[True, True, False, True]",0.9,0.5,"[1.0, 1.0, 1.0, 1.0]",1.6338593241352115e-05,objective_966e6_00028,966e6_00028
18.486620173734778,0.03216911764705882,0.08455882352941177,0.10845588235294118,0.12408088235294118,0.19959779014564394,1738125170,,True,1,966e6_00029,2025-01-29_05-32-50,40.744426250457764,40.744426250457764,4013997,Mosix11,172.20.185.12,40.744426250457764,1,256,256,256,128,768,"[True, True, False, False]",0.9,0.0,"[1.0, 0.0, 1.0, 0]",0.0003327329052291597,objective_966e6_00029,966e6_00029
5.254837305230253,0.04136029411764706,0.11948529411764706,0.15257352941176472,0.17463235294117646,0.33973343054051786,1738125262,,True,4,966e6_00030,2025-01-29_05-34-22,15.73784351348877,88.20168590545654,4014668,Mosix11,172.20.185.12,88.20168590545654,4,512,256,256,128,768,"[True, True, False, False]",0.9,0.5,"[1.0, 0.0, 0.5, 0]",2.0777746228441017e-05,objective_966e6_00030,966e6_00030
18.34421090518727,0.030330882352941176,0.09099264705882353,0.11488970588235294,0.13786764705882354,0.22121083061895608,1738125335,,True,1,966e6_00031,2025-01-29_05-35-35,70.20342874526978,70.20342874526978,4015908,Mosix11,172.20.185.12,70.20342874526978,1,512,512,256,128,512,"[True, True, False, True]",0.9,0.0,"[1.0, 0.0, 0.0, 0.0]",0.0001458216379703292,objective_966e6_00031,966e6_00031
